ward,target
10301003: Ward 3,15.830385406104755
10301004: Ward 4,11.1342829767838
10301005: Ward 5,14.649579026765794
10301006: Ward 6,18.869729036253933
10301007: Ward 7,16.893252756067906
10301008: Ward 8,15.790007882694784
10301009: Ward 9,19.57045886482316
10301010: Ward 10,16.675378878190426
10301011: Ward 11,16.968344997639207
10301012: Ward 12,21.680906390577476
10301013: Ward 13,17.08011997338299
10302001: Ward 1,15.641614999381147
10302002: Ward 2,10.421480501398184
10302003: Ward 3,6.862797229063002
10302004: Ward 4,12.099593146005954
10302005: Ward 5,19.987076260431955
10302006: Ward 6,18.818363369109132
10302007: Ward 7,7.670353342067279
10302008: Ward 8,13.461078269575996
10302009: Ward 9,9.29546956439725
10302010: Ward 10,11.88086901336674
10302011: Ward 11,11.826107411183743
10302012: Ward 12,20.045941130004202
10302013: Ward 13,7.373573606801407
10303001: Ward 1,12.897098759334376
10303002: Ward 2,13.071971519620266
10303003: Ward 3,20.01632668873987
10303004: Ward 4,9.09147733905955
10303005: Ward 5,9.190486456685525
10401001: Ward 1,13.291322959704981
10401002: Ward 2,15.871701342436134
10401003: Ward 3,21.13671345603028
10401004: Ward 4,11.507530088731285
10402001: Ward 1,8.938402336536932
10402002: Ward 2,13.304346068210544
10402003: Ward 3,8.245580956479202
10402004: Ward 4,14.343190757868296
10402005: Ward 5,12.567169461707577
10402006: Ward 6,13.097226790056673
10402007: Ward 7,10.417516626075573
10402008: Ward 8,19.497333859234935
10403001: Ward 1,23.218927396513262
10403002: Ward 2,21.122941960388818
10403003: Ward 3,21.59904818348852
10403004: Ward 4,9.132679965521834
10403005: Ward 5,8.045129767289248
10403006: Ward 6,7.998018458725093
10403007: Ward 7,10.843638849980564
10403008: Ward 8,8.79498945806826
10403009: Ward 9,19.559731162536607
10403010: Ward 10,5.000494713375016
10403011: Ward 11,10.65769466907382
10403012: Ward 12,20.025685950295312
10403013: Ward 13,13.094483990357919
10403014: Ward 14,15.270956093760542
10404001: Ward 1,11.318330780877567
10404002: Ward 2,7.652149876041581
10404003: Ward 3,6.675085531905624
10404004: Ward 4,10.793642122360062
10404005: Ward 5,9.124067260276348
10404006: Ward 6,17.722969746509172
10404007: Ward 7,18.61227702121
10404008: Ward 8,18.510556660173364
10404009: Ward 9,22.21468848813727
10404010: Ward 10,24.30856224974774
10404011: Ward 11,17.206652083530184
10404012: Ward 12,20.879078990335632
10404013: Ward 13,19.77564353794647
10404014: Ward 14,16.0009979970121
10404015: Ward 15,22.076277884790123
10404016: Ward 16,14.945512821309269
10404017: Ward 17,18.530748083673554
10404018: Ward 18,6.430990676962948
10404019: Ward 19,10.310371692176703
10404020: Ward 20,18.447114544689743
10404021: Ward 21,23.699266294517372
10404022: Ward 22,11.20163101007314
10404023: Ward 23,11.946973743836544
10404024: Ward 24,16.696750001377758
10404025: Ward 25,15.400546532760709
10405001: Ward 1,10.469178820820927
10405002: Ward 2,8.746104122726253
10405003: Ward 3,11.251921975321617
10405004: Ward 4,18.647166165582163
10405005: Ward 5,19.82989123528543
10405006: Ward 6,18.078473974950327
10405007: Ward 7,11.952285499031733
10405008: Ward 8,20.629090992445352
10405009: Ward 9,23.969202371234722
10405010: Ward 10,23.044151049490385
10405011: Ward 11,16.30848403754642
10405012: Ward 12,15.833291036540073
10405013: Ward 13,18.293486131572966
10407001: Ward 1,14.822240127510772
10407002: Ward 2,10.225797536720828
10407003: Ward 3,17.159696009650528
10407004: Ward 4,17.115755914566403
10407005: Ward 5,20.263674860382483
10407006: Ward 6,21.882696189302195
10407007: Ward 7,14.618894805628395
10408001: Ward 1,14.839989278355906
10408002: Ward 2,10.33051368043969
10408003: Ward 3,19.585854091519753
10408004: Ward 4,18.001085790709148
10408005: Ward 5,11.634432102408896
10408006: Ward 6,17.586941155099105
10408007: Ward 7,21.72631997632233
10408008: Ward 8,17.247597906667032
10408009: Ward 9,9.00642806637573
10408010: Ward 10,9.371062393332105
10501001: Ward 1,17.16071588905621
10501002: Ward 2,9.808421647220316
10501003: Ward 3,8.614919513273563
10501004: Ward 4,11.630351042318662
10502001: Ward 1,14.645252876262669
10502002: Ward 2,11.103235591006577
10502003: Ward 3,20.65373900926277
10502004: Ward 4,14.528363146997341
10503001: Ward 1,21.733888578275305
10503002: Ward 2,11.843733125205658
10503003: Ward 3,19.759243168463755
10503004: Ward 4,12.939168004852379
10503005: Ward 5,20.033194051092867
10503006: Ward 6,23.13261219113389
10503007: Ward 7,17.514797070125887
19100001: Ward 1,7.407601464104999
19100002: Ward 2,9.076827589130422
19100003: Ward 3,8.47602377517065
19100004: Ward 4,11.874534205278506
19100005: Ward 5,7.931428975152655
19100006: Ward 6,17.209422576635802
19100007: Ward 7,12.88364286070294
19100008: Ward 8,8.656292444196994
19100009: Ward 9,15.36591597271127
19100010: Ward 10,12.682339270281576
19100011: Ward 11,12.834974937211364
19100012: Ward 12,15.075753785840954
19100013: Ward 13,17.59519444875995
19100014: Ward 14,12.387131954546065
19100015: Ward 15,7.224991478468781
19100016: Ward 16,16.25940040483835
19100017: Ward 17,14.734042605342184
19100018: Ward 18,24.100549650383744
19100019: Ward 19,16.9099929556409
19100020: Ward 20,19.71487426730267
19100021: Ward 21,6.474905767627069
19100022: Ward 22,15.150597611700093
19100023: Ward 23,7.344672129507406
19100024: Ward 24,17.419590886274758
19100025: Ward 25,16.006830904093377
19100026: Ward 26,13.394377041707966
19100027: Ward 27,9.75407026185033
19100028: Ward 28,15.463657639417324
19100029: Ward 29,16.672412574151007
19100030: Ward 30,14.555381113756171
19100031: Ward 31,16.163461267887072
19100032: Ward 32,17.37243411354976
19100033: Ward 33,23.125029021706872
19100034: Ward 34,26.270826115661187
19100035: Ward 35,21.2290640677409
19100036: Ward 36,23.612441352945883
19100037: Ward 37,24.117465172580598
19100038: Ward 38,20.885418085050766
19100039: Ward 39,24.119394606113392
19100040: Ward 40,23.514290972701414
19100041: Ward 41,20.9401752478804
19100042: Ward 42,20.62400602042705
19100043: Ward 43,12.377579784394179
19100044: Ward 44,18.061868226940987
19100045: Ward 45,18.892801262002667
19100046: Ward 46,15.289095061844975
19100047: Ward 47,20.48158872633363
19100048: Ward 48,13.984321739749689
19100049: Ward 49,15.423974216490794
19100050: Ward 50,17.116613622593118
19100051: Ward 51,21.910028359359753
19100052: Ward 52,24.214327914436538
19100053: Ward 53,10.557667856838101
19100054: Ward 54,9.510663780851207
19100055: Ward 55,11.95758083899668
19100056: Ward 56,13.98394359805527
19100057: Ward 57,14.70731470174954
19100058: Ward 58,9.422665634679829
19100059: Ward 59,11.301520087592293
19100060: Ward 60,12.266043802618553
19100061: Ward 61,12.908173889791598
19100062: Ward 62,8.049326700762244
19100063: Ward 63,11.096212985419823
19100064: Ward 64,9.881115930953477
19100065: Ward 65,13.821480121743928
19100066: Ward 66,15.08399845731961
19100067: Ward 67,19.273092903933627
19100068: Ward 68,17.260714601213053
19100069: Ward 69,15.91797848469311
19100070: Ward 70,6.933997157347153
19100071: Ward 71,9.601976117471288
19100072: Ward 72,12.628665669814595
19100073: Ward 73,9.218103309029077
19100074: Ward 74,15.072379427745101
19100075: Ward 75,16.77278794068895
19100076: Ward 76,14.810503212313915
19100077: Ward 77,10.84739892431265
19100078: Ward 78,14.201543683729273
19100079: Ward 79,16.473400599303574
19100080: Ward 80,22.15959378885627
19100081: Ward 81,12.755451965034032
19100082: Ward 82,17.294517944117985
19100083: Ward 83,13.367367717564024
19100084: Ward 84,9.131570108061732
19100085: Ward 85,16.31699471315298
19100086: Ward 86,18.084374984144567
19100087: Ward 87,26.15291541231948
19100088: Ward 88,19.32366518906092
19100089: Ward 89,25.204797291536032
19100090: Ward 90,25.276867440601144
19100091: Ward 91,25.492280505532708
19100092: Ward 92,20.037006365258478
19100093: Ward 93,25.74192201732088
19100094: Ward 94,20.180795878363817
19100095: Ward 95,24.91692849498315
19100096: Ward 96,22.482523966366887
19100097: Ward 97,21.690872840843706
19100098: Ward 98,25.08520714903538
19100099: Ward 99,20.987860958135208
19100100: Ward 100,12.29634090421902
19100101: Ward 101,22.04314087903884
19100102: Ward 102,8.226234434660439
19100103: Ward 103,6.688606965847679
19100104: Ward 104,18.27775524122335
19100105: Ward 105,12.54225725560755
19100106: Ward 106,20.892124190649085
19100107: Ward 107,7.988408357502607
19100108: Ward 108,22.911825516037087
19100109: Ward 109,19.17108376763704
19100110: Ward 110,15.791810801364448
19100111: Ward 111,18.914855087128522
